zoekopdracht;datum;url;sentiment;type;discussielengte;views;auteur;volgers;invloed;GPS breedtegraad;GPS lengtegraad;bericht tekst;type bron;titel;aantal woorden
dividendbelasting;43362,45417;https://twitter.com/AndreJLeslie/status/1042336064587943936;+;post;;4;AndreJLeslie;4;0.7;;;Waarom maken de azijnzeikerdjes zich zo druk over het [afschaffen] van een belasting? Laten we doorpakken. BPM? Weg ermee! Lijkenpikbelasting (lees: erfbelasting)? Lekker [afschaffen]! Overdrachtsbelasting (verhuisstraf)? Door de plee ermee! [#dividendbel;twitter;;32
dividendbelasting;43361,94028;https://twitter.com/Farmahond/status/1042150002552958978;;post;;1346;Farmahond;1346;16.3;;;Wat vindt @PieterOmtzigt van het [afschaffen] van de [dividendbelasting] en het verpakken ervan in een totaalpakket door CDA minister Hoekstra? Voor de dekking van de begroting lijkt het niet echt nodig.  https://t.co/ELdjLQ9EeU;twitter;;32
dividendbelasting;43361,74583;https://twitter.com/BasPoppe/status/1042079375104073728;+;post;2;901;BasPoppe;901;0.7;;;Goed interview op https://t.co/Abe7TkD13W met kritische vragen. Uit de antwoorden van minister #Hoekstra van financiën blijkt maar weer eens dat het [afschaffen] van de [#dividendbelasting] één grote gok is:  https://t.co/cHngw5Tqb0 via @NUnl;twitter;;32
dividendbelasting;43378,81528;https://twitter.com/MarcoPoppe/status/1048265068436234240;-;post;;353;MarcoPoppe;353;1.9;;;Als afschaffing [dividendbelasting] wordt heroverwogen als Unilever besluit niet te komen, dan is dat [afschaffen] toch gewoon een cadeautje naar oa Unilever? Ook al zegt #Rutte van niet. Wat een puinhoop.;twitter;;31
dividendbelasting;43378,75278;https://twitter.com/gerard81156593/status/1048242616255614976;;post;;19;gerard81156593;19;1.2;;;Vlag uit bij politieke tegenstanders [afschaffen] [dividendbelasting] https://t.co/HXTKUhD3qV via ⁦@telegraaf⁩  wat een niet te vertrouwen figuur die Rutte. Als Nederland nu nog niet wakker wordt snap ik er niets meer van!!!!;twitter;;31
dividendbelasting;43378,41875;https://twitter.com/McnutEdwin/status/1048121589810847744;+;post;;381;McnutEdwin;381;2.1;;;Hallo @markrutte / @vvd :) Ik dacht dat je door het [afschaffen] van die [#dividendbelasting] had verzekerd dat dit niet zou gebeuren? Je kunt vast wel wat anders verzinnen nu?  https://t.co/6iSHYx9BX5;twitter;;31
dividendbelasting;43378,3875;https://twitter.com/JJhinnoe/status/1048110236329041920;+;post;;527;JJhinnoe;527;2.2;;;"En ook deze laatste non argument van #rutte [#dividendbelasting] van tafel... En zo blijft er niks over om deze fictie ""het is goed voor t vestigigingsklimaat..."" staande te [houden]!! https://t.co/q2mIeCc8KE https://t.co/VXv8T3FRnj";twitter;;31
dividendbelasting;43373,60139;https://twitter.com/liekemarsman/status/1046375620261933056;;post;3;2272;liekemarsman;2272;24;;;"de huisstijl van de rotterdam school of management, jeweetwel, die school die als enige ""wetenschappelijk"" bewijs leverde voor het [afschaffen] vd [dividendbelasting]. dat de vrouwtjes wel weten waar ze staan. https://t.co/uQixbT79ia";twitter;;31
dividendbelasting;43370,88611;https://twitter.com/RobGroenArnhem/status/1045391715270635523;-;post;2;144;RobGroenArnhem;144;1.4;;;Tsja [dividendbelasting] [afschaffen] lijkt belangrijker voor deze coalitie. Vooral bedrijven goed de ruimte geven winst te maken en niet beperken of innovatie stimuleren die broodnodig is. #fail Kom op @markrutte actie!;twitter;;31
dividendbelasting;43370,48333;https://twitter.com/RikGoverde/status/1045245787683393536;;post;4;3052;RikGoverde;3052;6.4;;;Echt een schijn-tegenstelling. Het kan allebei, maar dat is een politieke keuze. Je kunt, bijvoorbeeld, de [dividendbelasting] ook níet [afschaffen] in dat geld vervolgens steken in onderwijs. Ik noem maar wat.;twitter;;31
dividendbelasting;43366,62569;https://twitter.com/FJBMGess/status/1043847897568223232;;post;8;1470;FJBMGess;1470;5;;;Een @MinPres die graag bedrijven, organisaties en hoofdkantoren graag in Nederland wilt [houden] en heeft daar nu al 2,5 miljard euro voor over. [#dividendbelasting]   Hoe lang accepteren wij dit kabinet nog?;twitter;;31
dividendbelasting;43366,49306;https://twitter.com/m_at_school/status/1043799639500173312;+;post;;189;m_at_school;189;1.1;;;Ik realiseer me dat ik net mislukt verzet tegen [afschaffen] [#dividendbelasting] & lopend verzet tegen HO-bezuinigingen heb geretweet #WOinActie . Retweeten heeft iets lamlendigs. Voelt zoals onderstaande hond. :-) Zondag #rustdag;twitter;;31
dividendbelasting;43364,95;https://twitter.com/NaneAam/status/1043240550323900417;-;post;3;72;NaneAam;72;5.3;;;Als iedereen toch zo voor democratie is, waarom [houden] we geen referendum over de afschaffing van de [dividendbelasting]? Is de overheid bang voor het volk (dat ze behoren te dienen)? #dividendbelasing;twitter;;31
dividendbelasting;43364,73194;https://twitter.com/KBadloe/status/1043161612390227969;;post;;57;KBadloe;57;0.7;;;Als een klein kind die Mark. Lijkt wel op een dictator. Alles wat hij ja hij maar wil moet gebeuren. Rutte kan niet eens in gezicht kijken van anderen. Ongeloofwaardig @MinPres;twitter;;31
dividendbelasting;43364,55694;https://twitter.com/Faaz71/status/1043098077584871424;;post;5;1909;Faaz71;1909;3.1;;;Vermoed dat deze kleuter straks geen mooie duur betaalde baan in de tandartsindustrie krijgt aangeboden zoals wat ons regeert krijgt na verleende diensten aan het groot-bedrijf. #utterscum #rutte #volksverrader #vvd #maffia;twitter;;31
dividendbelasting;43364,49444;https://twitter.com/HarmenFS/status/1043075404687400960;-;post;;4;HarmenFS;4;0.7;;;Dat @VVD-er #rutte #geen enkel steekhoudend argument g/heeft voor [afschaffen] [#dividendbelasting] was bekend. Dat @Christenunie, @CDAvandaag en @D66 dat zwijgend toestaan is stuitend opportunisme van partijen zonder lef of moraal. #APB18;twitter;;31
dividendbelasting;43364,49236;https://twitter.com/Reinier200/status/1043074717522055169;+;post;;618;Reinier200;618;3.3;;;Stel dat er goede redenen zouden zijn voor het [afschaffen] van de [dividendbelasting], dan is de manier waarop het gegaan is reden genoeg om het besluit weg te stemmen. #apb18 [#dividendbelasting];twitter;;31
dividendbelasting;43363,32778;https://twitter.com/MarcisKritisch/status/1042652793293680640;-;post;5;484;MarcisKritisch;484;2.7;;;@Shell_Nederland gaat niet verhuizen, @TataSteelNL boeit 't niet maar @MinPres dramt door met het [afschaffen] van de [#dividendbelasting] Voor wiens karretje is hij gespannen? Blijft zo ongeveer alleen nog @Unilever over.;twitter;;31
dividendbelasting;43362,74722;https://twitter.com/de_rekenmeester/status/1042442306635358208;-;post;3;37;de_rekenmeester;37;2.2;;;Buma vergelijkt het nationaliseren van Organon met het [afschaffen] van de [dividendbelasting]. Onzin. In het ene geval KOOP je iets van aandeelhouders, in het andere geval GEEF je iets aan aandeelhouders;twitter;;31
dividendbelasting;43362,61597;https://twitter.com/berber1904/status/1042394817668542464;-;post;;112;berber1904;112;1.1;;;Eerlijk?? Eigenlijk vreemd dat er onderzoek komt naar Yvon Jaspers terwijl de verwevenheid van mensen plaatje @lientje1967 naar mijn idee veel erger is. aandelen,politiek,ambtenaar,media,beleidsmakers... Pvdd zal wel voor [afschaffen] [dividendbelasting] ;twitter;;31
dividendbelasting;43362,58333;https://twitter.com/CemLacin/status/1042382805932621824;;post;20;2340;CemLacin;2340;28.1;;;Terwijl @dijkhoff met trucjes probeert af te leiden van het debat over het [afschaffen] van de [dividendbelasting], halen mensen op straat massaal handtekeningen op om deze idiote maatregel te stoppen #apb2018;twitter;;31
dividendbelasting;43362,52847;https://twitter.com/rut_albert/status/1042363052618862592;;post;;41;rut_albert;41;1;;;@jesseklaver [dividendbelasting] niet [afschaffen] ,maar bedrijven belonen om in Nederland te blijven en werkgelegenheid te behouden door belastingvoordeel te geven bij vaste afspraken over behoud en langer verblijf in Nederland achteraf;twitter;;31
dividendbelasting;43362,52708;https://twitter.com/GeertDreschler/status/1042362629199683584;-;post;6;1101;GeertDreschler;1101;2.4;;;Probeem van deze groep dga’s is dat ze het geld niet hebben om het probleem op te lossen. Anders hadden ze al gedaan. Dus of die bate gehaald zal gaan worden.....;twitter;;31
dividendbelasting;43362,50208;https://twitter.com/irenedekruif/status/1042353423310573568;;post;4;2491;irenedekruif;2491;3.4;;;"En ineens legt Dijkhoff het [afschaffen] van de dividend-belasting in 40 seconden uit: lange termijn visie; belasting is toch al juridisch betwist; beter nu doen om bedrijven te [houden] #APB18 [#dividendbelasting]";twitter;;31
dividendbelasting;43362,36667;https://twitter.com/vraagstaart/status/1042304318236504065;;post;6;3581;vraagstaart;3581;79;;;Opdat we het maar niet over het snijden in de hypotheekaftrek, het [afschaffen] van de [dividendbelasting] en het verhogen van de BTW op eerste levensbehoeften gaan hebben. Afleidingsmanoeuvre nummer zoveel. 👇;twitter;;31
dividendbelasting;43362,00694;https://twitter.com/PeterJPakvis/status/1042174093125197824;;post;;658;PeterJPakvis;658;0.9;;;I.v.m. het [afschaffen] van de [Dividendbelasting] en het daarmee komende belastingvoordeel heb ik besloten om mijn, tot nu toe verborgen, firma Multiple Corrupta Enterprises Ltd te vestigen in Nederland. De... https://t.co/WpVQmaEDMz;twitter;;31
dividendbelasting;43378,81806;https://twitter.com/ChrisMarks70/status/1048266201376468994;;post;;2;ChrisMarks70;2;0.8;;;Unilever-topman: verhuizing afgeblazen door ophef [dividendbelasting] https://t.co/4w6jRNvV4a via @NOS  Ik geloof er niets van. Denk eerder aan ‘vriendendienst’ aan Rutte. Engelse aandeelhouders kiezen vanuit de Brexitgedachte: we [houden] Unilever th;twitter;;30
dividendbelasting;43378,80694;https://twitter.com/Bal_Floor/status/1048262144133877760;+;post;;540;Bal_Floor;540;1;;;Sportief van @VVD @D66 @christenunie en @cdavandaag dat er een heroverweging komt op de belastingen. [#Dividendbelasting] heffen en #BTW tarief verlagen, toch? Goed voor vestigingsklimaat #MKB @MKBNL en gezond eten.;twitter;;30
dividendbelasting;43378,74653;https://twitter.com/AutoshopFrami/status/1048240162940116999;+;post;;1244;AutoshopFrami;1244;1.1;;;Het is een grote zielige vertoning in Nederland en op de wereld kaart niet te vinden😂 maar wel de grootste mond en alleen eigen belang. Stemmers blijf lekker slapen 🤣;twitter;;30
dividendbelasting;43378,74514;https://twitter.com/Kukelesaantje2/status/1048239652568748037;+;post;;18;Kukelesaantje2;18;1;;;En dan [houden] we ineens 2 miljard over. Wat kunnen we daar allemaal mee doen. Ik zeg geef ouderen in  verpleegtehuizen een menswaardig bestaan. Lijkt me een mooi doel [#dividendbelasting];twitter;;30
dividendbelasting;43378,64653;https://twitter.com/FD_Nieuws/status/1048203977211502592;;post;11;95427;FD_Nieuws;95427;72.5;;;Het kabinet gaat opnieuw kijken naar de [#dividendbelasting]. Rutte benadrukt dat het [afschaffen] daarvan onderdeel is van een breder pakket aan maatregelen om het vestigingsklimaat te verbeteren https://t.co/edKQ228iwL #Unilever https://t.co/rMUblcdLJL;twitter;;30
dividendbelasting;43378,63333;https://twitter.com/KoornMatthijs/status/1048199194710822912;-;post;;2620;KoornMatthijs;2620;2.4;;;Wat een draaikont is Rutte, natte wind. Of sta voor [#dividendbelasting] [afschaffen] of neem je verlies. Beslissing voor zich uitschuiven leidt alleen maar tot ruis en onduidelijkheid. #Rutte # VVD;twitter;;30
dividendbelasting;43378,62917;https://twitter.com/prof_Akkermans/status/1048197736854642688;;post;2;1075;prof_Akkermans;1075;3.5;;;Als @MinPres ook maar iets van ballen heeft houdt hij vast aan het [afschaffen] van de [#dividendbelasting]  Niet meteen bij elke natte scheet uit de UK paniekvoetbal gaan spelen. #pootstijfhouden;twitter;;30
dividendbelasting;43378,51806;https://twitter.com/AnnemiekdeCrom/status/1048157363558125569;;post;;1511;AnnemiekdeCrom;1511;1.1;;;Hoofdkantoor van @Unilever komt niet naar #Rotterdam. Dat was een van de pijlers onder de afschaffing van de [#dividendbelasting]. Het [afschaffen] van die belasting kan dus nu echt van tafel.;twitter;;30
dividendbelasting;43378,48542;https://twitter.com/JosevRosmalen/status/1048145655116550144;-;post;;2077;JosevRosmalen;2077;0.6;;;Toch jammer voor Rutte dat die chauvinistische Britse aandeelhouders van Unilever het hoofdkantoor in Londen willen [houden]. Het verhaal dat de [dividendbelasting] moet worden afgeschaft berust op drijfzand, de... https://t.co/OEmEa0hxar;twitter;;30
dividendbelasting;43378,38819;https://twitter.com/MiriamvanBree/status/1048110408199024640;;post;;1479;MiriamvanBree;1479;5.4;;;We schaffen dus belastingmaatregelen af die niet van invloed zijn op de besluitvorming van een bedrijf. En die maatregelen kosten ons 2 miljard per jaar. Ik zeg: [houden] die [dividendbelasting]!;twitter;;30
dividendbelasting;43378,35347;https://twitter.com/Hellstrouser/status/1048097828395003904;;post;;100;Hellstrouser;100;0.8;;;Daar begint het: Reden [afschaffen] dividend belasting valt weg!! 2 miljard euro die we niet hoeven weg te geven  [#dividendbelasting]  Unilever blaast verhuizing van Londen naar Rotterdam af - https://t.co/y8394fwkYs;twitter;;30
dividendbelasting;43378,34375;https://twitter.com/BerLut/status/1048094230395211776;;post;;234;BerLut;234;1.3;;;Laatste inimini reden voor [afschaffen] [dividendbelasting] ook weer van de baan. Kunnen we 2 mld aan nuttiger dingen besteden - Unilever blaast verhuizing van Londen naar Rotterdam af - https://t.co/9aslXNXPcu;twitter;;30
dividendbelasting;43375,675;https://twitter.com/OsmanCifci/status/1047127220962189312;;post;13;495;OsmanCifci;495;0.7;;;Onderweg naar #DenHaag voor de #psinactie! Hoge werkdruk, personeelstekorten en lage salarissen. Terwijl het kabinet de [dividendbelasting] wil [afschaffen]. #Noway! Kom en laat je ook horen voor de #publiekesector! https://t.co/sUjnYZ6xQH;twitter;;30
dividendbelasting;43371,43403;https://twitter.com/JanvandeVen81/status/1045590241023860736;;post;33;2497;JanvandeVen81;2497;28.7;;;So. @TheEconomist windt er geen doekjes om. Populisme voeden? Moet je vooral de [#dividendbelasting] [afschaffen]. Vooral even lezen, @APechtold en @gertjansegers! En tot 2 oktober @PubliekeA, neem ik aan.   https://t.co/Lsl7YSy4Ou;twitter;;30
dividendbelasting;43367,83958;https://twitter.com/firstsnakeman/status/1044287629980782592;+;post;;272;firstsnakeman;272;0.7;;;Ratten zijn het he @MinPres Rutte de [dividendbelasting] maar verhogen in plaats van [afschaffen] dan hou je je mensen misschien tevreden 'Prijzen aan pomp kunnen flink stijgen' https://t.co/x5NR9JoAmx via @telegraaf;twitter;;30
dividendbelasting;43364,89653;https://twitter.com/FenneGeo/status/1043221218869030913;;post;;295;FenneGeo;295;2.5;;;Retweet niet gauw een politicus, maar in dit geval.... hear hear! Onze samenleving heeft die 2 miljard veel harder nodig dan die multinationals, die hier nauwelijks nieuwe banen gaan opleveren.;twitter;;30
dividendbelasting;43364,57917;https://twitter.com/netinnl/status/1043106277147197440;;post;;365;netinnl;365;0.7;;;Onder meer de SGP en GroenLinks willen dat het kabinet naar alternatieven voor het [afschaffen] van de [dividendbelasting] kijkt. Maar premier #Rutte zegt het risico te groot te vinden... https://t.co/5SJSf5gyNt;twitter;;30
dividendbelasting;43363,97569;https://twitter.com/FinbarvdVeen/status/1042887505186566144;-;post;13;502;FinbarvdVeen;502;6.8;;;Onbegrijpelijk dat media zo meegaan in deze afleidingsmanoeuvre: een podium krijgen voor dit krankzinnige proefballonnetje en het zodoende vooral amper tot niet hebben over het [afschaffen] van de [dividendbelasting]. #pauw;twitter;;30
dividendbelasting;43362,46181;https://twitter.com/dirkjanh/status/1042338805162942464;;post;;2246;dirkjanh;2246;2.1;;;“Wat leven we toch in een nep democratie als iets wat niemand in Nederland wil, het [afschaffen] van de [dividendbelasting], toch gedaan wordt” @geertwilderspvv tijdens de algemene beschouwingen. Fair point!;twitter;;30
dividendbelasting;43361,85139;https://twitter.com/BDrexhage/status/1042117580901818369;;post;;726;BDrexhage;726;2.9;;;[Afschaffen] [dividendbelasting] is niet opgenomen in het algemene 'Belstingplan' maar in het wetsvoorstel dat ook de verlaging van de vennootschapsbelasting regelt. Overigens zijn alle belasting-wetsvoorstellen uiteraard ingediend door staatssecretaris S;twitter;;30
dividendbelasting;43361,77639;https://twitter.com/Loesje/status/1042090521546711040;+;post;;1274;Loesje;1274;1.8;;;Rutte, `als we de [dividendbelasting] niet [afschaffen] dan verdwijnen die bedrijven misschien weluit Nerderland.` Ik: Dan hadden ze dat jaren geleden al gedaan kletsmajoor...en dan houd ik het nog netjes;twitter;;30
dividendbelasting;43361,69444;https://twitter.com/_Onderwijs/status/1042060751689736192;;post;;1640;_Onderwijs;1640;0.7;;;Koning noemt onderwijs in één adem met [afschaffen] [dividendbelasting] Voor het eerst in drie jaar, besteedde de koning weer tekst aan onderwijs en onderzoek in de Troonrede. Prinsjesdag 2018... https://t.co/st8tkmI0lj;twitter;;30
dividendbelasting;43361,69236;https://twitter.com/PeterVoorzaat/status/1042060038892933120;;post;;1182;PeterVoorzaat;1182;1.9;;;Raad van State: onderbouw [afschaffen] [dividendbelasting] beter  https://t.co/3iGQ1nr5c7 via @NOS Nou, dat is simpel: #Rutte wil het, voor derest is het een meloen die un z’n geheel doorgeslikt moet worden.;twitter;;30
